chunk_id,chunk_id_legacy,chapter,level,fragment_type,hierarchy_path,parent_chunk_id,title,content,token_count,is_regulatory,is_stub,keywords,metadata_json
ch8-0-926,ch8-0-926,8,2,section,Ch8/0.926 / 0.77 = 1.20 lb of product,ch8-f01,0.926 / 0.77 = 1.20 lb of product,"RESULT: about 1.20 lb of 77% calcium chloride per 10,000 gal raises CH by 10 ppm Factor = 0.120 lb per ppm CH per 10,000 gal",42,False,False,"[""result"", ""calcium"", ""product"", ""about""]","{""chunk_id"": ""ch8-0-926"", ""chunk_id_legacy"": ""ch8-0-926"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/0.926 / 0.77 = 1.20 lb of product"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 42, ""keywords"": [""result"", ""calcium"", ""product"", ""about""]}"
ch8-0-0834,ch8-0-0834,8,2,section,"Ch8/0.0834 / 0.99 = 0.0842 lb per ppm per 10,000 gal",ch8-f01,"0.0834 / 0.99 = 0.0842 lb per ppm per 10,000 gal","= 1.35 oz wt per ppm per 10,000 gal",15,False,False,"[""per"", ""ppm"", ""gal""]","{""chunk_id"": ""ch8-0-0834"", ""chunk_id_legacy"": ""ch8-0-0834"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/0.0834 / 0.99 = 0.0842 lb per ppm per 10,000 gal"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 15, ""keywords"": [""per"", ""ppm"", ""gal""]}"
ch8-9-15-1,ch8-9-15-1,8,2,section,Ch8/9.15.1 Worked example — raising CYA,ch8-f01,9.15.1 Worked example — raising CYA,"The 36,200 gal pool. Measured CYA 12 ppm. Target 40 ppm. Desired change = 40 - 12 = 28 ppm Amount = 28 x 3.62 x 0.0842 = 8.53 lb of stabilizer",57,False,False,"[""raising"", ""cya"", ""target"", ""measured"", ""example"", ""pool"", ""worked""]","{""chunk_id"": ""ch8-9-15-1"", ""chunk_id_legacy"": ""ch8-9-15-1"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/9.15.1 Worked example — raising CYA"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 57, ""keywords"": [""raising"", ""cya"", ""target"", ""measured"", ""example"", ""pool"", ""worked""]}"
ch8-9-16-1,ch8-9-16-1,8,2,section,Ch8/9.16.1 Worked example,ch8-f01,9.16.1 Worked example,"The 36,200 gal pool. Measured salinity 1,800 ppm. Target set by the generator manufacturer at 3,200 ppm. Desired change = 3,200 - 1,800 = 1,400 ppm Amount = 1,400 x 3.62 x 0.0834 = 423 lb of salt",72,False,False,"[""measured"", ""salinity"", ""example"", ""pool"", ""worked""]","{""chunk_id"": ""ch8-9-16-1"", ""chunk_id_legacy"": ""ch8-9-16-1"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/9.16.1 Worked example"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 72, ""keywords"": [""measured"", ""salinity"", ""example"", ""pool"", ""worked""]}"
ch8-9-17-1,ch8-9-17-1,8,2,section,Ch8/9.17.1 Formula,ch8-f01,9.17.1 Formula,"Fraction to replace = (Current - Target) / (Current - Fill water concentration) Gallons to replace  = Volume x Fraction to replace If the fill water contains none of the substance, the denominator is simply Current.",44,False,False,"[""fraction"", ""current"", ""formula"", ""replace""]","{""chunk_id"": ""ch8-9-17-1"", ""chunk_id_legacy"": ""ch8-9-17-1"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/9.17.1 Formula"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 44, ""keywords"": [""fraction"", ""current"", ""formula"", ""replace""]}"
ch8-9-17-2,ch8-9-17-2,8,2,section,"Ch8/9.17.2 Worked example — cyanuric acid, clean fill water",ch8-f01,"9.17.2 Worked example — cyanuric acid, clean fill water","The 36,200 gal pool. CYA 120 ppm, target 50 ppm, fill water CYA 0. Fraction = (120 - 50) / (120 - 0) = 70 / 120 = 0.583 Gallons  = 36,200 x 0.583 = 21,100 gallons to replace",73,False,False,"[""clean"", ""cyanuric"", ""acid"", ""fill"", ""water"", ""target"", ""example"", ""pool"", ""gallons"", ""worked""]","{""chunk_id"": ""ch8-9-17-2"", ""chunk_id_legacy"": ""ch8-9-17-2"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/9.17.2 Worked example — cyanuric acid, clean fill water"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 73, ""keywords"": [""clean"", ""cyanuric"", ""acid"", ""fill"", ""water"", ""target"", ""example"", ""pool"", ""gallons"", ""worked""]}"
ch600,ch600,600,1,chapter,Ch600,,"Same pool. CH 600 ppm, target 300 ppm, fill water CH 150 ppm.","Same pool. CH 600 ppm, target 300 ppm, fill water CH 150 ppm.",20,False,False,"[""same"", ""ppm"", ""water"", ""target"", ""fill"", ""pool""]","{""chunk_id"": ""ch600"", ""chunk_id_legacy"": ""ch600"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 600, ""hierarchy_path"": ""Ch600"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 20, ""keywords"": [""same"", ""ppm"", ""water"", ""target"", ""fill"", ""pool""]}"
ch600-9-17-3,ch600-9-17-3,600,2,section,"Ch600/9.17.3 Worked example — calcium hardness, hard fill water",ch600,"9.17.3 Worked example — calcium hardness, hard fill water","Fraction = (600 - 300) / (600 - 150) = 300 / 450 = 0.667 Gallons  = 36,200 x 0.667 = 24,100 gallons to replace",47,False,False,"[""example"", ""fraction"", ""replace"", ""hardness"", ""water"", ""calcium"", ""hard"", ""fill"", ""gallons"", ""worked""]","{""chunk_id"": ""ch600-9-17-3"", ""chunk_id_legacy"": ""ch600-9-17-3"", ""parent_chunk_id"": ""ch600"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 600, ""hierarchy_path"": ""Ch600/9.17.3 Worked example — calcium hardness, hard fill water"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 47, ""keywords"": [""example"", ""fraction"", ""replace"", ""hardness"", ""water"", ""calcium"", ""hard"", ""fill"", ""gallons"", ""worked""]}"
ch8-f07,ch8,8,1,chapter,Ch8,,"Do allow at least one full turnover between additions, and before retesting. Compute your turnover from Chapter 8, §8.4. For the 36,200 gal pool at 150 gpm that is about 4 hours.","Do allow at least one full turnover between additions, and before retesting. Compute your turnover from Chapter 8, §8.4. For the 36,200 gal pool at 150 gpm that is about 4 hours.",48,False,False,"[""least"", ""full"", ""your"", ""additions"", ""compute"", ""before"", ""and"", ""about"", ""hours"", ""for""]","{""chunk_id"": ""ch8-f07"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 48, ""keywords"": [""least"", ""full"", ""your"", ""additions"", ""compute"", ""before"", ""and"", ""about"", ""hours"", ""for""]}"
ch7-f17,ch7,7,1,chapter,Ch7,,"Use the volume of record from the Chapter 7 worksheet, and know that a 10% volume error is a 10% dose error.","Use the volume of record from the Chapter 7 worksheet, and know that a 10% volume error is a 10% dose error.",29,False,False,"[""error"", ""the"", ""from"", ""and"", ""record"", ""know"", ""dose"", ""that"", ""use"", ""chapter""]","{""chunk_id"": ""ch7-f17"", ""chunk_id_legacy"": ""ch7"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 7, ""hierarchy_path"": ""Ch7"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 29, ""keywords"": [""error"", ""the"", ""from"", ""and"", ""record"", ""know"", ""dose"", ""that"", ""use"", ""chapter""]}"
ch9-f02,ch9,9,1,chapter,Ch9,,End of Chapter 9.,End of Chapter 9.,6,False,True,"[""end"", ""chapter""]","{""chunk_id"": ""ch9-f02"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 6, ""keywords"": [""end"", ""chapter""]}"
ch10-f01,ch10,10,1,chapter,Ch10,,Chapter 10 — Filter Sizing and Flow Matching,Chapter 10 — Filter Sizing and Flow Matching,10,False,True,"[""sizing"", ""and"", ""flow"", ""filter"", ""chapter"", ""matching""]","{""chunk_id"": ""ch10-f01"", ""chunk_id_legacy"": ""ch10"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 10, ""hierarchy_path"": ""Ch10"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 10, ""keywords"": [""sizing"", ""and"", ""flow"", ""filter"", ""chapter"", ""matching""]}"
ch7-f18,ch7,7,1,chapter,Ch7,,"Operator Manual — Directive Reference Prerequisites: Chapter 7 (Volume Calculations) and Chapter 8 (Flow Rate, Turnover, and Circulation Math). You need a volume of record and a measured flow rate before this chapter is usable.","Operator Manual — Directive Reference Prerequisites: Chapter 7 (Volume Calculations) and Chapter 8 (Flow Rate, Turnover, and Circulation Math). You need a volume of record and a measured flow rate before this chapter is usable.",49,False,False,"[""flow"", ""record"", ""need"", ""before"", ""usable"", ""reference"", ""operator"", ""and"", ""calculations"", ""manual""]","{""chunk_id"": ""ch7-f18"", ""chunk_id_legacy"": ""ch7"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 7, ""hierarchy_path"": ""Ch7"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 49, ""keywords"": [""flow"", ""record"", ""need"", ""before"", ""usable"", ""reference"", ""operator"", ""and"", ""calculations"", ""manual""]}"
ch8-f08,ch8,8,1,chapter,Ch8,,"Chapter ownership note. This chapter is the authoritative location for filtration rates, filter area, and media flow limits within this manual. Chapter 8 §8.11.1–8.11.2 introduces the filter loading calculation as one of several rate checks on a circulation system; the governing figures, media distinctions, and sizing procedures live here. Where the two chapters appear to differ, this chapter controls.","Chapter ownership note. This chapter is the authoritative location for filtration rates, filter area, and media flow limits within this manual. Chapter 8 §8.11.1–8.11.2 introduces the filter loading calculation as one of several rate checks on a circulation system; the governing figures, media distinctions, and sizing procedures live here. Where the two chapters appear to differ, this chapter controls.",81,False,False,"[""calculation"", ""area"", ""flow"", ""loading"", ""distinctions"", ""governing"", ""within"", ""limits"", ""chapters"", ""live""]","{""chunk_id"": ""ch8-f08"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 81, ""keywords"": [""calculation"", ""area"", ""flow"", ""loading"", ""distinctions"", ""governing"", ""within"", ""limits"", ""chapters"", ""live""]}"
ch9-f03,ch9,9,1,chapter,Ch9,,Do not confuse NSF/ANSI/CAN 50 with NSF/ANSI/CAN 60. Standard 50 covers equipment and materials. Standard 60 covers the health effects of treatment chemicals and is discussed in Chapter 9 §9.3. [S14],Do not confuse NSF/ANSI/CAN 50 with NSF/ANSI/CAN 60. Standard 50 covers equipment and materials. Standard 60 covers the health effects of treatment chemicals and is discussed in Chapter 9 §9.3. [S14],55,False,False,"[""confuse"", ""not"", ""the"", ""can"", ""and"", ""health"", ""discussed"", ""equipment"", ""effects"", ""chemicals""]","{""chunk_id"": ""ch9-f03"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 55, ""keywords"": [""confuse"", ""not"", ""the"", ""can"", ""and"", ""health"", ""discussed"", ""equipment"", ""effects"", ""chemicals""]}"
ch9-0-785,ch9-0-785,9,2,section,Ch9/0.785 x 3.50 x 3.50 = 0.785 x 12.25 = 9.62 sq ft,ch9-f01,0.785 x 3.50 x 3.50 = 0.785 x 12.25 = 9.62 sq ft,"The label and the geometry agree, which increases confidence that the label belongs to this tank. [S1]",22,False,False,"[""label"", ""agree"", ""geometry""]","{""chunk_id"": ""ch9-0-785"", ""chunk_id_legacy"": ""ch9-0-785"", ""parent_chunk_id"": ""ch9-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 9, ""hierarchy_path"": ""Ch9/0.785 x 3.50 x 3.50 = 0.785 x 12.25 = 9.62 sq ft"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 22, ""keywords"": [""label"", ""agree"", ""geometry""]}"
ch8-f09,ch8,8,1,chapter,Ch8,,"However, an unexpectedly low rate is diagnostic. If the rate is far below design, the cause is almost always low flow — a circulation problem, not a filtration problem. Do work Chapter 8 §8.15 troubleshooting.","However, an unexpectedly low rate is diagnostic. If the rate is far below design, the cause is almost always low flow — a circulation problem, not a filtration problem. Do work Chapter 8 §8.15 troubleshooting.",45,False,False,"[""diagnostic"", ""flow"", ""far"", ""cause"", ""circulation"", ""low"", ""almost"", ""problem"", ""below"", ""work""]","{""chunk_id"": ""ch8-f09"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 45, ""keywords"": [""diagnostic"", ""flow"", ""far"", ""cause"", ""circulation"", ""low"", ""almost"", ""problem"", ""below"", ""work""]}"
ch8-f10,ch8,8,1,chapter,Ch8,,"From Chapter 8, §8.5:","From Chapter 8, §8.5:",10,False,True,"[""from"", ""chapter""]","{""chunk_id"": ""ch8-f10"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 10, ""keywords"": [""from"", ""chapter""]}"
ch8-10-8-4,ch8-10-8-4,8,2,section,Ch8/10.8.4 Step 4 — Confirm backwash or cleaning capability,ch8-f01,10.8.4 Step 4 — Confirm backwash or cleaning capability,"For granular media, this is often the binding constraint. See §10.11. Required backwash flow = A x required backwash rate TEST: The pump must deliver that flow at backwash head, AND the waste line must carry it.",50,True,False,"[""cleaning"", ""required"", ""confirm"", ""capability"", ""flow"", ""backwash"", ""step""]","{""chunk_id"": ""ch8-10-8-4"", ""chunk_id_legacy"": ""ch8-10-8-4"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/10.8.4 Step 4 — Confirm backwash or cleaning capability"", ""is_regulatory"": true, ""is_stub"": false, ""token_count"": 50, ""keywords"": [""cleaning"", ""required"", ""confirm"", ""capability"", ""flow"", ""backwash"", ""step""]}"
ch8-f11,ch8,8,1,chapter,Ch8,,"From Chapter 8, §8.11.3:","From Chapter 8, §8.11.3:",12,False,True,"[""from"", ""chapter""]","{""chunk_id"": ""ch8-f11"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 12, ""keywords"": [""from"", ""chapter""]}"
ch8-10-8-5,ch8-10-8-5,8,2,section,Ch8/10.8.5 Step 5 — Confirm pipe velocity,ch8-f01,10.8.5 Step 5 — Confirm pipe velocity,"Velocity (ft/s) = 0.4085 x Q / (inside diameter in inches) squared TEST: within typical guidance - roughly 6 ft/s suction, 8-10 ft/s return",41,False,False,"[""confirm"", ""diameter"", ""pipe"", ""step"", ""inside"", ""velocity""]","{""chunk_id"": ""ch8-10-8-5"", ""chunk_id_legacy"": ""ch8-10-8-5"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/10.8.5 Step 5 — Confirm pipe velocity"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 41, ""keywords"": [""confirm"", ""diameter"", ""pipe"", ""step"", ""inside"", ""velocity""]}"
ch8-f12,ch8,8,1,chapter,Ch8,,"TEST: Measured Q (Chapter 8, section 8.13) divided by A","TEST: Measured Q (Chapter 8, section 8.13) divided by A",19,False,False,"[""divided"", ""section"", ""test"", ""measured"", ""chapter""]","{""chunk_id"": ""ch8-f12"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 19, ""keywords"": [""divided"", ""section"", ""test"", ""measured"", ""chapter""]}"
ch8-10-8-6,ch8-10-8-6,8,2,section,"Ch8/10.8.6 Step 6 — Confirm the actual measured flow, not the design flow",ch8-f01,"10.8.6 Step 6 — Confirm the actual measured flow, not the design flow","must be within the governing maximum, at BOTH clean-filter and loaded-filter condition",15,False,False,"[""must"", ""not"", ""confirm"", ""the"", ""actual"", ""flow"", ""step"", ""filter"", ""measured"", ""design""]","{""chunk_id"": ""ch8-10-8-6"", ""chunk_id_legacy"": ""ch8-10-8-6"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/10.8.6 Step 6 — Confirm the actual measured flow, not the design flow"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 15, ""keywords"": [""must"", ""not"", ""confirm"", ""the"", ""actual"", ""flow"", ""step"", ""filter"", ""measured"", ""design""]}"
ch7-f19,ch7,7,1,chapter,Ch7,,All examples use vessels established in Chapter 7 and required flows established in Chapter 8.,All examples use vessels established in Chapter 7 and required flows established in Chapter 8.,18,False,False,"[""examples"", ""established"", ""required"", ""flows"", ""all"", ""and"", ""vessels"", ""use"", ""chapter""]","{""chunk_id"": ""ch7-f19"", ""chunk_id_legacy"": ""ch7"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 7, ""hierarchy_path"": ""Ch7"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 18, ""keywords"": [""examples"", ""established"", ""required"", ""flows"", ""all"", ""and"", ""vessels"", ""use"", ""chapter""]}"
ch7-f20,ch7,7,1,chapter,Ch7,,"Vessel: rectangular lap pool, volume of record 48,400 gal (Chapter 7 §7.4.3). Code turnover: 6 hours. Required flow (Chapter 8 §8.5.2):","Vessel: rectangular lap pool, volume of record 48,400 gal (Chapter 7 §7.4.3). Code turnover: 6 hours. Required flow (Chapter 8 §8.5.2):",46,False,False,"[""rectangular"", ""vessel"", ""required"", ""gal"", ""flow"", ""record"", ""code"", ""turnover"", ""hours"", ""volume""]","{""chunk_id"": ""ch7-f20"", ""chunk_id_legacy"": ""ch7"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 7, ""hierarchy_path"": ""Ch7"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 46, ""keywords"": [""rectangular"", ""vessel"", ""required"", ""gal"", ""flow"", ""record"", ""code"", ""turnover"", ""hours"", ""volume""]}"
ch7-9-0-1,ch7-9-0-1,7,3,subsection,"Ch7/Option B — precoat (DE), code maximum 2.0 gpm/sq ft",ch7-9-0,"Option B — precoat (DE), code maximum 2.0 gpm/sq ft",Area required = 135 / 2.0 = 67.5 sq ft Candidate: listed area 72 sq ft Filtration rate = 135 / 72 = 1.88 gpm per sq ft   PASS Margin = (2.0 - 1.88) / 2.0 = 6%   -- thin Candidate: listed area 96 sq ft Filtration rate = 135 / 96 = 1.41 gpm per sq ft   PASS Margin = 30%   -- comfortable,109,False,False,"[""candidate"", ""area"", ""option"", ""code"", ""listed"", ""precoat"", ""gpm"", ""maximum""]","{""chunk_id"": ""ch7-9-0-1"", ""chunk_id_legacy"": ""ch7-9-0-1"", ""parent_chunk_id"": ""ch7-9-0"", ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 7, ""hierarchy_path"": ""Ch7/Option B — precoat (DE), code maximum 2.0 gpm/sq ft"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 109, ""keywords"": [""candidate"", ""area"", ""option"", ""code"", ""listed"", ""precoat"", ""gpm"", ""maximum""]}"
ch7-9-0,ch7-9-0,7,2,section,Ch7/9.0 = 0.785 x D squared,ch7-f01,9.0 = 0.785 x D squared,D squared = 9.0 / 0.785 = 11.46 D = 3.39 ft = 40.6 inches internal So a nominal 36-inch tank is too small; a nominal 42-inch is the first candidate. CONFIRM against the listed rating before selecting. Candidate: listed area 9.6 sq ft Filtration rate = 135 / 9.6 = 14.1 gpm per sq ft   PASS (limit 15) Margin = (15 - 14.1) / 15 = 6%   -- thin,120,False,False,"[""nominal"", ""inch"", ""candidate"", ""squared""]","{""chunk_id"": ""ch7-9-0"", ""chunk_id_legacy"": ""ch7-9-0"", ""parent_chunk_id"": ""ch7-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 7, ""hierarchy_path"": ""Ch7/9.0 = 0.785 x D squared"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 120, ""keywords"": [""nominal"", ""inch"", ""candidate"", ""squared""]}"
ch7-f21,ch7,7,1,chapter,Ch7,,"Vessel: 1,350 gal (Chapter 7 §7.10.2). Code turnover: 0.5 hour.","Vessel: 1,350 gal (Chapter 7 §7.10.2). Code turnover: 0.5 hour.",28,False,False,"[""vessel"", ""gal"", ""hour"", ""turnover"", ""code"", ""chapter""]","{""chunk_id"": ""ch7-f21"", ""chunk_id_legacy"": ""ch7"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 7, ""hierarchy_path"": ""Ch7"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 28, ""keywords"": [""vessel"", ""gal"", ""hour"", ""turnover"", ""code"", ""chapter""]}"
ch7-10-9-2-1,ch7-10-9-2-1,7,3,subsection,Ch7/Do note that the area figures differ by a factor of roughly 34 between sand and cartridge for identical flow. Do not read that as a quality ranking — the media capture particles by different mechanisms at different size cutoffs. It means only that sizing is media-specific.,,Do note that the area figures differ by a factor of roughly 34 between sand and cartridge for identical flow. Do not read that as a quality ranking — the media capture particles by different mechanisms at different size cutoffs. It means only that sizing is media-specific.,"Q_r = 1,350 / (0.5 x 60) = 1,350 / 30 = 45 gpm Cartridge at 0.375 gpm/sq ft: Area required = 45 / 0.375 = 120 sq ft Candidate listed area 150 sq ft Rate = 45 / 150 = 0.30 gpm per sq ft   PASS, margin 20% High-rate sand at 15 gpm/sq ft: Area required = 45 / 15 = 3.0 sq ft Preliminary: D = sqrt(3.0 / 0.785) = sqrt(3.82) = 1.96 ft = 23.5 in Candidate listed area 3.1 sq ft Rate = 45 / 3.1 = 14.5 gpm per sq ft   PASS but margin only 3%",186,False,False,"[""roughly"", ""area"", ""cartridge"", ""flow"", ""identical"", ""particles"", ""required"", ""and"", ""capture"", ""cutoffs""]","{""chunk_id"": ""ch7-10-9-2-1"", ""chunk_id_legacy"": ""ch7-10-9-2-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 7, ""hierarchy_path"": ""Ch7/Do note that the area figures differ by a factor of roughly 34 between sand and cartridge for identical flow. Do not read that as a quality ranking — the media capture particles by different mechanisms at different size cutoffs. It means only that sizing is media-specific."", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 186, ""keywords"": [""roughly"", ""area"", ""cartridge"", ""flow"", ""identical"", ""particles"", ""required"", ""and"", ""capture"", ""cutoffs""]}"
ch7-f22,ch7,7,1,chapter,Ch7,,"Vessel: 17,510 gal (Chapter 7 §7.7.2). Code turnover: 8 hours.","Vessel: 17,510 gal (Chapter 7 §7.7.2). Code turnover: 8 hours.",26,False,False,"[""vessel"", ""gal"", ""turnover"", ""code"", ""hours"", ""chapter""]","{""chunk_id"": ""ch7-f22"", ""chunk_id_legacy"": ""ch7"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 7, ""hierarchy_path"": ""Ch7"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 26, ""keywords"": [""vessel"", ""gal"", ""turnover"", ""code"", ""hours"", ""chapter""]}"
ch7-10-10,ch7-10-10,7,2,section,Ch7/10.10 Resolving an existing mismatch — worked example,ch7-f01,10.10 Resolving an existing mismatch — worked example,"This is the situation you will actually encounter: equipment already installed, and the numbers do not work.",20,False,False,"[""will"", ""this"", ""situation"", ""resolving"", ""mismatch"", ""example"", ""worked"", ""existing""]","{""chunk_id"": ""ch7-10-10"", ""chunk_id_legacy"": ""ch7-10-10"", ""parent_chunk_id"": ""ch7-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 7, ""hierarchy_path"": ""Ch7/10.10 Resolving an existing mismatch — worked example"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 20, ""keywords"": [""will"", ""this"", ""situation"", ""resolving"", ""mismatch"", ""example"", ""worked"", ""existing""]}"
ch8-f13,ch8,8,1,chapter,Ch8,,"From Chapter 8 §8.11.1. The 36,200 gal pool (Chapter 7 §7.8.2) has a nominal 36-inch high-rate sand filter, listed area 7.1 sq ft, and a measured flow of 150 gpm at clean-filter condition. Code turnover is 6 hours; code maximum filtration rate is 15 gpm/sq ft.","From Chapter 8 §8.11.1. The 36,200 gal pool (Chapter 7 §7.8.2) has a nominal 36-inch high-rate sand filter, listed area 7.1 sq ft, and a measured flow of 150 gpm at clean-filter condition. Code turnover is 6 hours; code maximum filtration rate is 15 gpm/sq ft.",83,False,False,"[""area"", ""flow"", ""nominal"", ""listed"", ""and"", ""filter"", ""hours"", ""sand"", ""pool"", ""gal""]","{""chunk_id"": ""ch8-f13"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 83, ""keywords"": [""area"", ""flow"", ""nominal"", ""listed"", ""and"", ""filter"", ""hours"", ""sand"", ""pool"", ""gal""]}"
ch8-10-10-1,ch8-10-10-1,8,2,section,Ch8/10.10.1 The situation,ch8-f01,10.10.1 The situation,"Required flow  = 36,200 / (6 x 60) = 100.6 gpm  ->  101 gpm Measured flow  = 150 gpm Filtration rate at measured flow = 150 / 7.1 = 21.1 gpm per sq ft TEST: 21.1 exceeds 15.   FAIL",75,False,False,"[""required"", ""the"", ""situation"", ""flow"", ""measured""]","{""chunk_id"": ""ch8-10-10-1"", ""chunk_id_legacy"": ""ch8-10-10-1"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/10.10.1 The situation"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 75, ""keywords"": [""required"", ""the"", ""situation"", ""flow"", ""measured""]}"
